task_id,date,worker_id,worker_name,task_type,skill_level_required,zone_id,estimated_hours,actual_hours,status,quality_score,errors_count,rework_needed
T015035,2026-03-12,W002,Priya Sharma,Pest Inspection,intermediate,ZONE-C,2.5,2.6,completed,70.8,0,False
T015036,2026-03-12,W002,Priya Sharma,Watering,basic,ZONE-E,1.5,1.66,completed,87.9,0,False
T015037,2026-03-12,W003,Mohammad Iqbal,Watering,basic,ZONE-A,1.5,1.8,completed,85.9,1,False
T015038,2026-03-12,W003,Mohammad Iqbal,Fertilizer Application,basic,ZONE-C,2.0,2.2,completed,72.2,0,False
T015039,2026-03-12,W003,Mohammad Iqbal,Shade Net Management,basic,ZONE-F,1.0,1.18,completed,85.8,0,False
T015040,2026-03-12,W003,Mohammad Iqbal,Grafting - Whip and Tongue,expert,ZONE-D,0.5,0.73,completed,100.0,0,False
T015041,2026-03-12,W003,Mohammad Iqbal,Shade Net Management,basic,ZONE-F,1.0,1.06,completed,75.5,0,True
T015042,2026-03-12,W004,Sunita Devi,Grafting - Cleft,expert,ZONE-B,0.6,0.93,completed,58.4,0,False
T015043,2026-03-12,W004,Sunita Devi,Shade Net Management,basic,ZONE-A,1.0,0.86,in_progress,0.0,0,False
T015044,2026-03-12,W004,Sunita Devi,Growth Measurement,intermediate,ZONE-C,2.0,2.6,completed,66.9,0,False
T015045,2026-03-12,W004,Sunita Devi,Growth Measurement,intermediate,ZONE-A,2.0,2.66,completed,51.9,0,False
T015046,2026-03-12,W005,Amit Singh,Transplanting,basic,ZONE-A,1.5,1.55,completed,78.3,0,False
T015047,2026-03-12,W005,Amit Singh,Fertilizer Application,basic,ZONE-A,2.0,1.96,completed,75.2,0,False
T015048,2026-03-12,W005,Amit Singh,Disease Treatment,intermediate,ZONE-C,1.0,1.28,completed,90.2,0,False
T015049,2026-03-12,W006,Kavita Devi,Shade Net Management,basic,ZONE-A,1.0,1.21,completed,80.9,0,False
T015050,2026-03-12,W006,Kavita Devi,Grafting - Bud,intermediate,ZONE-E,0.4,0.15,completed,74.0,0,False
T015051,2026-03-12,W007,Vikram Thakur,Transplanting,basic,ZONE-F,1.5,1.97,completed,67.0,0,False
T015052,2026-03-12,W007,Vikram Thakur,Disease Treatment,intermediate,ZONE-F,1.0,0.78,completed,86.0,0,False
T015053,2026-03-12,W007,Vikram Thakur,Grafting - Cleft,expert,ZONE-D,0.6,0.83,completed,69.5,0,False
T015054,2026-03-12,W007,Vikram Thakur,Disease Treatment,intermediate,ZONE-C,1.0,1.12,completed,80.5,0,False
T015055,2026-03-12,W008,Fatima Begum,Grafting - Cleft,expert,ZONE-B,0.6,0.54,completed,62.7,0,False
T015056,2026-03-12,W008,Fatima Begum,Growth Measurement,intermediate,ZONE-B,2.0,2.8,completed,79.2,0,False
T015057,2026-03-12,W009,Ravi Shankar,Soil Preparation,basic,ZONE-C,3.0,3.08,completed,100.0,0,False
T015058,2026-03-12,W009,Ravi Shankar,Watering,basic,ZONE-D,1.5,1.8,completed,62.7,0,False
T015059,2026-03-12,W009,Ravi Shankar,Equipment Maintenance,intermediate,ZONE-D,1.5,1.62,completed,59.7,0,False
T015060,2026-03-12,W010,Meena Kumari,Soil Preparation,basic,ZONE-A,3.0,3.8,completed,87.2,0,True
T015061,2026-03-12,W010,Meena Kumari,Pruning,intermediate,ZONE-D,1.0,1.3,completed,90.7,0,False
T015062,2026-03-12,W011,Deepak Negi,Pest Inspection,intermediate,ZONE-B,2.5,2.62,completed,93.9,0,False
T015063,2026-03-12,W011,Deepak Negi,Soil Preparation,basic,ZONE-F,3.0,3.3,completed,82.4,0,False
T015064,2026-03-12,W011,Deepak Negi,Growth Measurement,intermediate,ZONE-B,2.0,1.69,completed,99.5,0,False
T015065,2026-03-12,W012,Anita Rana,Grafting - Bud,intermediate,ZONE-F,0.4,0.21,completed,74.8,0,False
T015066,2026-03-12,W012,Anita Rana,Soil Preparation,basic,ZONE-D,3.0,3.29,completed,100.0,0,False
T015067,2026-03-12,W013,Suresh Bhatt,Grafting - Bud,intermediate,ZONE-E,0.4,0.4,completed,58.1,0,False
T015068,2026-03-12,W013,Suresh Bhatt,Fertilizer Application,basic,ZONE-F,2.0,2.09,in_progress,0.0,0,False
T015069,2026-03-12,W013,Suresh Bhatt,Fertilizer Application,basic,ZONE-D,2.0,2.15,completed,91.0,0,False
T015070,2026-03-12,W013,Suresh Bhatt,Soil Preparation,basic,ZONE-E,3.0,3.12,completed,84.8,0,False
T015071,2026-03-12,W013,Suresh Bhatt,Pruning,intermediate,ZONE-B,1.0,1.28,completed,80.9,0,False
T015072,2026-03-12,W014,Geeta Rawat,Transplanting,basic,ZONE-E,1.5,1.41,incomplete,0.0,0,False
T015073,2026-03-12,W014,Geeta Rawat,Disease Treatment,intermediate,ZONE-E,1.0,1.13,completed,65.6,0,False
T015074,2026-03-12,W014,Geeta Rawat,Pest Inspection,intermediate,ZONE-F,2.5,2.47,completed,79.2,0,False
T015075,2026-03-12,W014,Geeta Rawat,Grafting - Whip and Tongue,expert,ZONE-D,0.5,0.17,completed,93.2,0,False
T015076,2026-03-12,W014,Geeta Rawat,Equipment Maintenance,intermediate,ZONE-A,1.5,1.46,completed,92.4,0,False
T015077,2026-03-12,W015,Abdul Rashid,Grafting - Whip and Tongue,expert,ZONE-E,0.5,0.24,completed,82.3,0,False
T015078,2026-03-12,W015,Abdul Rashid,Transplanting,basic,ZONE-C,1.5,2.13,completed,65.8,0,False
T015079,2026-03-12,W015,Abdul Rashid,Growth Measurement,intermediate,ZONE-D,2.0,2.12,completed,87.4,0,False
T015080,2026-03-12,W015,Abdul Rashid,Disease Treatment,intermediate,ZONE-A,1.0,1.23,completed,90.9,0,False
T015081,2026-03-12,W015,Abdul Rashid,Fertilizer Application,basic,ZONE-E,2.0,1.73,completed,94.1,0,False
T015082,2026-03-13,W001,Rajesh Kumar,Shade Net Management,basic,ZONE-C,1.0,1.36,completed,74.4,0,False
T015083,2026-03-13,W001,Rajesh Kumar,Transplanting,basic,ZONE-D,1.5,1.66,completed,70.3,0,False
T015084,2026-03-13,W001,Rajesh Kumar,Grafting - Cleft,expert,ZONE-F,0.6,0.77,completed,47.4,0,False
T015085,2026-03-13,W001,Rajesh Kumar,Soil Preparation,basic,ZONE-C,3.0,3.78,completed,96.2,0,False
T015086,2026-03-13,W002,Priya Sharma,Grafting - Cleft,expert,ZONE-A,0.6,0.94,completed,76.3,0,False
T015087,2026-03-13,W002,Priya Sharma,Pest Inspection,intermediate,ZONE-D,2.5,2.75,completed,89.1,0,True
T015088,2026-03-13,W002,Priya Sharma,Grafting - Cleft,expert,ZONE-D,0.6,0.51,completed,74.0,0,False
T015089,2026-03-13,W002,Priya Sharma,Shade Net Management,basic,ZONE-A,1.0,1.05,completed,86.2,1,False
T015090,2026-03-13,W003,Mohammad Iqbal,Pest Inspection,intermediate,ZONE-C,2.5,2.99,completed,75.3,0,False
T015091,2026-03-13,W003,Mohammad Iqbal,Soil Preparation,basic,ZONE-A,3.0,2.95,completed,78.9,0,False
T015092,2026-03-13,W003,Mohammad Iqbal,Equipment Maintenance,intermediate,ZONE-B,1.5,1.37,completed,77.7,0,False
T015093,2026-03-13,W003,Mohammad Iqbal,Disease Treatment,intermediate,ZONE-B,1.0,1.05,completed,69.3,0,False
T015094,2026-03-13,W003,Mohammad Iqbal,Equipment Maintenance,intermediate,ZONE-A,1.5,2.01,completed,62.3,0,False
T015095,2026-03-13,W004,Sunita Devi,Grafting - Whip and Tongue,expert,ZONE-D,0.5,0.89,completed,85.4,0,False
T015096,2026-03-13,W004,Sunita Devi,Shade Net Management,basic,ZONE-A,1.0,0.84,completed,92.9,0,False
T015097,2026-03-13,W004,Sunita Devi,Shade Net Management,basic,ZONE-F,1.0,1.06,completed,89.9,0,False
T015098,2026-03-13,W004,Sunita Devi,Transplanting,basic,ZONE-A,1.5,1.56,completed,66.2,0,False
T015099,2026-03-13,W005,Amit Singh,Grafting - Whip and Tongue,expert,ZONE-B,0.5,0.47,completed,79.5,1,False
T015100,2026-03-13,W005,Amit Singh,Grafting - Whip and Tongue,expert,ZONE-E,0.5,0.66,completed,55.0,0,False
T015101,2026-03-13,W006,Kavita Devi,Growth Measurement,intermediate,ZONE-A,2.0,2.7,completed,72.0,0,False
T015102,2026-03-13,W006,Kavita Devi,Packing & Dispatch,basic,ZONE-C,2.0,2.14,completed,84.0,0,False
T015103,2026-03-13,W007,Vikram Thakur,Fertilizer Application,basic,ZONE-A,2.0,2.12,completed,79.0,0,False
T015104,2026-03-13,W007,Vikram Thakur,Fertilizer Application,basic,ZONE-C,2.0,2.13,completed,86.5,0,False
T015105,2026-03-13,W007,Vikram Thakur,Growth Measurement,intermediate,ZONE-F,2.0,1.77,completed,74.9,0,False
T015106,2026-03-13,W007,Vikram Thakur,Pest Inspection,intermediate,ZONE-B,2.5,2.59,completed,78.2,0,False
T015107,2026-03-13,W007,Vikram Thakur,Disease Treatment,intermediate,ZONE-A,1.0,1.14,completed,87.8,0,False
T015108,2026-03-13,W008,Fatima Begum,Soil Preparation,basic,ZONE-B,3.0,3.38,completed,82.6,0,False
T015109,2026-03-13,W008,Fatima Begum,Growth Measurement,intermediate,ZONE-A,2.0,1.9,completed,73.2,0,False
T015110,2026-03-13,W009,Ravi Shankar,Grafting - Whip and Tongue,expert,ZONE-C,0.5,1.2,completed,99.5,0,False
T015111,2026-03-13,W009,Ravi Shankar,Watering,basic,ZONE-D,1.5,1.66,completed,88.5,0,False
T015112,2026-03-13,W010,Meena Kumari,Grafting - Cleft,expert,ZONE-D,0.6,0.34,completed,89.2,0,False
T015113,2026-03-13,W010,Meena Kumari,Pest Inspection,intermediate,ZONE-E,2.5,3.08,completed,90.8,1,False
T015114,2026-03-13,W010,Meena Kumari,Watering,basic,ZONE-F,1.5,1.73,completed,90.9,0,False
T015115,2026-03-13,W010,Meena Kumari,Grafting - Cleft,expert,ZONE-F,0.6,0.52,completed,66.2,0,False
T015116,2026-03-13,W011,Deepak Negi,Grafting - Cleft,expert,ZONE-A,0.6,0.37,completed,72.8,0,False
T015117,2026-03-13,W011,Deepak Negi,Equipment Maintenance,intermediate,ZONE-C,1.5,1.72,completed,90.3,0,False
T015118,2026-03-13,W012,Anita Rana,Grafting - Whip and Tongue,expert,ZONE-D,0.5,0.42,completed,64.8,0,False
T015119,2026-03-13,W012,Anita Rana,Grafting - Cleft,expert,ZONE-E,0.6,0.72,completed,85.4,0,False
T015120,2026-03-13,W013,Suresh Bhatt,Fertilizer Application,basic,ZONE-D,2.0,2.64,incomplete,0.0,0,False
T015121,2026-03-13,W013,Suresh Bhatt,Fertilizer Application,basic,ZONE-E,2.0,1.91,completed,71.9,0,False
T015122,2026-03-13,W013,Suresh Bhatt,Growth Measurement,intermediate,ZONE-C,2.0,2.43,completed,84.8,0,False
T015123,2026-03-13,W013,Suresh Bhatt,Grafting - Bud,intermediate,ZONE-B,0.4,0.29,completed,89.6,0,False
T015124,2026-03-13,W014,Geeta Rawat,Fertilizer Application,basic,ZONE-A,2.0,2.26,completed,68.8,0,False
T015125,2026-03-13,W014,Geeta Rawat,Grafting - Bud,intermediate,ZONE-E,0.4,0.16,in_progress,0.0,0,False
T015126,2026-03-13,W014,Geeta Rawat,Packing & Dispatch,basic,ZONE-E,2.0,2.24,completed,78.9,0,False
T015127,2026-03-13,W014,Geeta Rawat,Grafting - Cleft,expert,ZONE-F,0.6,0.69,completed,92.2,0,False
T015128,2026-03-13,W014,Geeta Rawat,Packing & Dispatch,basic,ZONE-B,2.0,2.14,completed,75.5,0,False
T015129,2026-03-13,W015,Abdul Rashid,Equipment Maintenance,intermediate,ZONE-A,1.5,1.43,completed,54.4,0,True
T015130,2026-03-13,W015,Abdul Rashid,Grafting - Cleft,expert,ZONE-B,0.6,0.79,completed,88.8,0,False
T015131,2026-03-13,W015,Abdul Rashid,Disease Treatment,intermediate,ZONE-F,1.0,1.12,completed,66.6,0,False
T015132,2026-03-13,W015,Abdul Rashid,Growth Measurement,intermediate,ZONE-C,2.0,1.78,completed,70.6,0,False
T015133,2026-03-14,W001,Rajesh Kumar,Soil Preparation,basic,ZONE-F,3.0,3.59,completed,81.4,0,False
T015134,2026-03-14,W001,Rajesh Kumar,Packing & Dispatch,basic,ZONE-A,2.0,2.17,completed,72.5,0,False
T015135,2026-03-14,W001,Rajesh Kumar,Pest Inspection,intermediate,ZONE-A,2.5,2.79,completed,75.5,0,False
T015136,2026-03-14,W001,Rajesh Kumar,Watering,basic,ZONE-B,1.5,1.45,completed,71.1,0,False
T015137,2026-03-14,W002,Priya Sharma,Pruning,intermediate,ZONE-D,1.0,0.94,completed,91.7,0,False
T015138,2026-03-14,W002,Priya Sharma,Pruning,intermediate,ZONE-E,1.0,1.22,completed,76.3,0,False
T015139,2026-03-14,W002,Priya Sharma,Disease Treatment,intermediate,ZONE-A,1.0,1.24,completed,70.8,1,False
T015140,2026-03-14,W002,Priya Sharma,Transplanting,basic,ZONE-C,1.5,1.93,completed,79.7,0,False
T015141,2026-03-14,W002,Priya Sharma,Transplanting,basic,ZONE-A,1.5,1.46,completed,100.0,0,False
T015142,2026-03-14,W003,Mohammad Iqbal,Grafting - Cleft,expert,ZONE-D,0.6,0.53,completed,63.2,0,False
T015143,2026-03-14,W003,Mohammad Iqbal,Soil Preparation,basic,ZONE-E,3.0,3.33,completed,66.1,0,False
T015144,2026-03-14,W003,Mohammad Iqbal,Pruning,intermediate,ZONE-D,1.0,1.08,completed,83.6,0,False
T015145,2026-03-14,W004,Sunita Devi,Disease Treatment,intermediate,ZONE-A,1.0,1.05,completed,82.2,0,False
T015146,2026-03-14,W004,Sunita Devi,Grafting - Whip and Tongue,expert,ZONE-A,0.5,0.87,completed,82.1,0,False
T015147,2026-03-14,W004,Sunita Devi,Packing & Dispatch,basic,ZONE-C,2.0,2.31,completed,80.9,0,False
T015148,2026-03-14,W004,Sunita Devi,Growth Measurement,intermediate,ZONE-D,2.0,2.99,completed,73.2,0,False
T015149,2026-03-14,W005,Amit Singh,Growth Measurement,intermediate,ZONE-E,2.0,2.18,completed,78.9,0,False
T015150,2026-03-14,W005,Amit Singh,Watering,basic,ZONE-B,1.5,1.63,in_progress,0.0,0,False
T015151,2026-03-14,W005,Amit Singh,Soil Preparation,basic,ZONE-D,3.0,3.75,completed,86.7,0,False
T015152,2026-03-14,W006,Kavita Devi,Grafting - Whip and Tongue,expert,ZONE-E,0.5,0.58,completed,66.1,0,False
T015153,2026-03-14,W006,Kavita Devi,Pest Inspection,intermediate,ZONE-E,2.5,2.58,in_progress,0.0,0,False
T015154,2026-03-14,W006,Kavita Devi,Transplanting,basic,ZONE-E,1.5,1.93,completed,57.4,0,False
T015155,2026-03-14,W007,Vikram Thakur,Watering,basic,ZONE-E,1.5,1.84,completed,82.2,0,False
T015156,2026-03-14,W007,Vikram Thakur,Packing & Dispatch,basic,ZONE-D,2.0,2.6,completed,100.0,0,False
T015157,2026-03-14,W007,Vikram Thakur,Pest Inspection,intermediate,ZONE-B,2.5,2.9,completed,86.2,0,False
T015158,2026-03-14,W007,Vikram Thakur,Equipment Maintenance,intermediate,ZONE-C,1.5,1.95,completed,85.6,0,False
T015159,2026-03-14,W007,Vikram Thakur,Watering,basic,ZONE-E,1.5,1.72,completed,70.4,0,False
T015160,2026-03-14,W008,Fatima Begum,Disease Treatment,intermediate,ZONE-B,1.0,1.03,completed,82.7,0,False
T015161,2026-03-14,W008,Fatima Begum,Equipment Maintenance,intermediate,ZONE-E,1.5,1.46,completed,63.6,0,False
T015162,2026-03-14,W008,Fatima Begum,Packing & Dispatch,basic,ZONE-B,2.0,2.04,completed,62.6,0,False
T015163,2026-03-14,W008,Fatima Begum,Pruning,intermediate,ZONE-C,1.0,1.35,completed,82.6,0,False
T015164,2026-03-14,W009,Ravi Shankar,Packing & Dispatch,basic,ZONE-C,2.0,2.4,completed,90.5,0,False
T015165,2026-03-14,W009,Ravi Shankar,Growth Measurement,intermediate,ZONE-A,2.0,2.26,completed,87.6,0,False
T015166,2026-03-14,W009,Ravi Shankar,Soil Preparation,basic,ZONE-B,3.0,3.42,completed,58.5,0,False
T015167,2026-03-14,W009,Ravi Shankar,Equipment Maintenance,intermediate,ZONE-A,1.5,1.63,completed,80.7,1,False
T015168,2026-03-14,W009,Ravi Shankar,Soil Preparation,basic,ZONE-B,3.0,3.26,completed,85.6,0,False
T015169,2026-03-14,W010,Meena Kumari,Grafting - Bud,intermediate,ZONE-A,0.4,0.37,completed,95.9,0,False
T015170,2026-03-14,W010,Meena Kumari,Grafting - Bud,intermediate,ZONE-A,0.4,0.49,completed,85.8,0,False
T015171,2026-03-14,W010,Meena Kumari,Equipment Maintenance,intermediate,ZONE-B,1.5,1.95,completed,72.8,0,False
T015172,2026-03-14,W010,Meena Kumari,Packing & Dispatch,basic,ZONE-C,2.0,2.71,completed,73.6,0,False
T015173,2026-03-14,W011,Deepak Negi,Pruning,intermediate,ZONE-D,1.0,1.29,completed,76.1,0,False
T015174,2026-03-14,W011,Deepak Negi,Packing & Dispatch,basic,ZONE-E,2.0,2.08,completed,90.3,0,False
T015175,2026-03-14,W011,Deepak Negi,Pruning,intermediate,ZONE-B,1.0,1.18,in_progress,0.0,0,False
T015176,2026-03-14,W011,Deepak Negi,Grafting - Bud,intermediate,ZONE-B,0.4,0.28,completed,64.3,0,False
T015177,2026-03-14,W011,Deepak Negi,Grafting - Cleft,expert,ZONE-C,0.6,0.87,completed,94.3,0,False
T015178,2026-03-14,W012,Anita Rana,Shade Net Management,basic,ZONE-A,1.0,0.88,completed,86.8,1,False
T015179,2026-03-14,W012,Anita Rana,Fertilizer Application,basic,ZONE-A,2.0,2.29,completed,100.0,0,False
T015180,2026-03-14,W012,Anita Rana,Soil Preparation,basic,ZONE-A,3.0,3.04,completed,90.9,0,False
T015181,2026-03-14,W012,Anita Rana,Soil Preparation,basic,ZONE-F,3.0,3.93,completed,89.1,0,False
T015182,2026-03-14,W012,Anita Rana,Watering,basic,ZONE-B,1.5,2.05,completed,79.6,0,False
T015183,2026-03-14,W013,Suresh Bhatt,Pruning,intermediate,ZONE-F,1.0,1.06,completed,89.0,0,False
T015184,2026-03-14,W013,Suresh Bhatt,Soil Preparation,basic,ZONE-E,3.0,3.84,completed,76.9,0,False
T015185,2026-03-14,W014,Geeta Rawat,Pest Inspection,intermediate,ZONE-F,2.5,2.94,completed,88.0,0,False
T015186,2026-03-14,W014,Geeta Rawat,Grafting - Whip and Tongue,expert,ZONE-D,0.5,0.59,completed,72.8,0,False
T015187,2026-03-14,W014,Geeta Rawat,Equipment Maintenance,intermediate,ZONE-C,1.5,1.75,completed,90.7,0,False
T015188,2026-03-14,W015,Abdul Rashid,Grafting - Bud,intermediate,ZONE-A,0.4,0.34,incomplete,0.0,0,False
T015189,2026-03-14,W015,Abdul Rashid,Pruning,intermediate,ZONE-F,1.0,1.19,completed,77.3,0,False
T015190,2026-03-14,W015,Abdul Rashid,Grafting - Whip and Tongue,expert,ZONE-E,0.5,0.4,completed,85.2,0,False
T015191,2026-03-14,W015,Abdul Rashid,Transplanting,basic,ZONE-C,1.5,1.62,incomplete,0.0,0,False
T015192,2026-03-14,W015,Abdul Rashid,Disease Treatment,intermediate,ZONE-C,1.0,1.04,completed,83.6,0,False
T015193,2026-03-16,W001,Rajesh Kumar,Packing & Dispatch,basic,ZONE-D,2.0,2.09,completed,71.5,0,False
T015194,2026-03-16,W001,Rajesh Kumar,Grafting - Bud,intermediate,ZONE-E,0.4,0.37,completed,95.1,1,False
T015195,2026-03-16,W001,Rajesh Kumar,Shade Net Management,basic,ZONE-C,1.0,1.04,completed,66.2,0,False
T015196,2026-03-16,W002,Priya Sharma,Soil Preparation,basic,ZONE-A,3.0,3.43,completed,82.3,0,False
T015197,2026-03-16,W002,Priya Sharma,Transplanting,basic,ZONE-C,1.5,2.13,completed,77.5,0,False
T015198,2026-03-16,W002,Priya Sharma,Shade Net Management,basic,ZONE-B,1.0,1.08,completed,71.4,0,False
T015199,2026-03-16,W002,Priya Sharma,Disease Treatment,intermediate,ZONE-B,1.0,1.18,completed,83.5,0,False
T015200,2026-03-16,W002,Priya Sharma,Pruning,intermediate,ZONE-B,1.0,1.25,completed,60.1,0,False
T015201,2026-03-16,W003,Mohammad Iqbal,Pruning,intermediate,ZONE-A,1.0,1.17,completed,100.0,0,False
T015202,2026-03-16,W003,Mohammad Iqbal,Shade Net Management,basic,ZONE-D,1.0,1.46,completed,79.0,0,False
T015203,2026-03-16,W004,Sunita Devi,Disease Treatment,intermediate,ZONE-D,1.0,0.79,completed,67.9,0,True
T015204,2026-03-16,W004,Sunita Devi,Grafting - Bud,intermediate,ZONE-F,0.4,0.44,completed,57.3,0,False
T015205,2026-03-16,W004,Sunita Devi,Watering,basic,ZONE-A,1.5,2.05,incomplete,0.0,0,False
T015206,2026-03-16,W004,Sunita Devi,Pest Inspection,intermediate,ZONE-F,2.5,3.02,completed,88.0,0,False
T015207,2026-03-16,W005,Amit Singh,Grafting - Whip and Tongue,expert,ZONE-D,0.5,0.33,completed,92.0,0,False
T015208,2026-03-16,W005,Amit Singh,Fertilizer Application,basic,ZONE-A,2.0,2.36,completed,94.2,0,False
T015209,2026-03-16,W006,Kavita Devi,Disease Treatment,intermediate,ZONE-A,1.0,1.11,completed,90.0,0,False
T015210,2026-03-16,W006,Kavita Devi,Pest Inspection,intermediate,ZONE-F,2.5,3.5,completed,68.6,0,False
T015211,2026-03-16,W006,Kavita Devi,Soil Preparation,basic,ZONE-E,3.0,3.53,completed,72.0,0,False
T015212,2026-03-16,W006,Kavita Devi,Shade Net Management,basic,ZONE-F,1.0,1.18,completed,76.2,0,False
T015213,2026-03-16,W006,Kavita Devi,Equipment Maintenance,intermediate,ZONE-F,1.5,1.73,completed,69.5,0,False
T015214,2026-03-16,W007,Vikram Thakur,Growth Measurement,intermediate,ZONE-D,2.0,1.88,completed,77.8,0,False
T015215,2026-03-16,W007,Vikram Thakur,Disease Treatment,intermediate,ZONE-D,1.0,0.86,completed,82.8,0,False
T015216,2026-03-16,W008,Fatima Begum,Equipment Maintenance,intermediate,ZONE-B,1.5,1.3,in_progress,0.0,0,False
T015217,2026-03-16,W008,Fatima Begum,Pruning,intermediate,ZONE-C,1.0,0.76,completed,92.4,0,False
T015218,2026-03-16,W008,Fatima Begum,Watering,basic,ZONE-F,1.5,1.85,completed,96.4,0,False
T015219,2026-03-16,W008,Fatima Begum,Pruning,intermediate,ZONE-C,1.0,1.28,completed,72.0,0,False
T015220,2026-03-16,W008,Fatima Begum,Pruning,intermediate,ZONE-F,1.0,1.22,completed,81.0,0,False
T015221,2026-03-16,W009,Ravi Shankar,Packing & Dispatch,basic,ZONE-F,2.0,2.21,completed,88.8,0,False
T015222,2026-03-16,W009,Ravi Shankar,Pruning,intermediate,ZONE-D,1.0,0.93,in_progress,0.0,0,False
T015223,2026-03-16,W010,Meena Kumari,Disease Treatment,intermediate,ZONE-D,1.0,1.65,completed,91.2,0,False
T015224,2026-03-16,W010,Meena Kumari,Shade Net Management,basic,ZONE-C,1.0,1.48,completed,83.6,0,False
T015225,2026-03-16,W010,Meena Kumari,Grafting - Cleft,expert,ZONE-D,0.6,0.71,completed,77.9,1,False
T015226,2026-03-16,W010,Meena Kumari,Pruning,intermediate,ZONE-C,1.0,1.29,completed,74.3,0,False
T015227,2026-03-16,W010,Meena Kumari,Pest Inspection,intermediate,ZONE-C,2.5,2.73,completed,85.8,0,False
T015228,2026-03-16,W011,Deepak Negi,Pest Inspection,intermediate,ZONE-E,2.5,3.16,completed,99.0,0,False
T015229,2026-03-16,W011,Deepak Negi,Grafting - Bud,intermediate,ZONE-A,0.4,0.75,completed,69.7,0,False
T015230,2026-03-16,W012,Anita Rana,Pruning,intermediate,ZONE-E,1.0,0.79,completed,95.6,0,False
T015231,2026-03-16,W012,Anita Rana,Soil Preparation,basic,ZONE-B,3.0,2.81,completed,73.6,0,False
T015232,2026-03-16,W013,Suresh Bhatt,Transplanting,basic,ZONE-E,1.5,2.2,completed,76.8,1,False
T015233,2026-03-16,W013,Suresh Bhatt,Watering,basic,ZONE-E,1.5,1.62,completed,73.1,0,False
T015234,2026-03-16,W014,Geeta Rawat,Grafting - Cleft,expert,ZONE-A,0.6,0.82,completed,72.0,0,False
T015235,2026-03-16,W014,Geeta Rawat,Disease Treatment,intermediate,ZONE-D,1.0,1.06,in_progress,0.0,0,False
T015236,2026-03-16,W015,Abdul Rashid,Grafting - Cleft,expert,ZONE-B,0.6,0.73,completed,89.0,0,False
T015237,2026-03-16,W015,Abdul Rashid,Disease Treatment,intermediate,ZONE-A,1.0,1.18,completed,82.9,0,False
T015238,2026-03-16,W015,Abdul Rashid,Shade Net Management,basic,ZONE-E,1.0,1.23,completed,93.4,0,False
T015239,2026-03-17,W001,Rajesh Kumar,Grafting - Cleft,expert,ZONE-E,0.6,0.5,completed,90.8,0,False
T015240,2026-03-17,W001,Rajesh Kumar,Transplanting,basic,ZONE-B,1.5,1.33,completed,100.0,0,False
T015241,2026-03-17,W001,Rajesh Kumar,Equipment Maintenance,intermediate,ZONE-F,1.5,1.8,completed,88.2,0,False
T015242,2026-03-17,W001,Rajesh Kumar,Disease Treatment,intermediate,ZONE-C,1.0,1.21,completed,83.1,0,False
T015243,2026-03-17,W001,Rajesh Kumar,Pest Inspection,intermediate,ZONE-D,2.5,2.46,completed,87.6,0,False
T015244,2026-03-17,W002,Priya Sharma,Pruning,intermediate,ZONE-A,1.0,1.22,completed,82.2,0,False
T015245,2026-03-17,W002,Priya Sharma,Soil Preparation,basic,ZONE-B,3.0,3.73,completed,64.2,0,False
T015246,2026-03-17,W002,Priya Sharma,Disease Treatment,intermediate,ZONE-B,1.0,1.39,completed,78.3,0,False
T015247,2026-03-17,W002,Priya Sharma,Soil Preparation,basic,ZONE-F,3.0,2.92,completed,81.1,0,False
T015248,2026-03-17,W003,Mohammad Iqbal,Pest Inspection,intermediate,ZONE-B,2.5,3.28,completed,80.8,0,False
T015249,2026-03-17,W003,Mohammad Iqbal,Packing & Dispatch,basic,ZONE-A,2.0,2.08,completed,92.2,0,False
T015250,2026-03-17,W003,Mohammad Iqbal,Soil Preparation,basic,ZONE-D,3.0,3.02,completed,72.2,0,False
T015251,2026-03-17,W003,Mohammad Iqbal,Disease Treatment,intermediate,ZONE-D,1.0,1.12,completed,86.1,0,False
T015252,2026-03-17,W004,Sunita Devi,Equipment Maintenance,intermediate,ZONE-B,1.5,1.83,completed,100.0,0,False
T015253,2026-03-17,W004,Sunita Devi,Packing & Dispatch,basic,ZONE-F,2.0,2.15,completed,63.7,0,False
T015254,2026-03-17,W004,Sunita Devi,Pest Inspection,intermediate,ZONE-B,2.5,2.54,completed,97.0,0,False
T015255,2026-03-17,W005,Amit Singh,Shade Net Management,basic,ZONE-C,1.0,1.56,completed,89.1,1,False
T015256,2026-03-17,W005,Amit Singh,Shade Net Management,basic,ZONE-F,1.0,1.09,completed,76.2,0,False
T015257,2026-03-17,W005,Amit Singh,Pruning,intermediate,ZONE-C,1.0,1.08,completed,74.7,0,False
T015258,2026-03-17,W005,Amit Singh,Growth Measurement,intermediate,ZONE-C,2.0,1.8,completed,66.7,0,False
T015259,2026-03-17,W006,Kavita Devi,Equipment Maintenance,intermediate,ZONE-C,1.5,2.0,in_progress,0.0,0,False
T015260,2026-03-17,W006,Kavita Devi,Grafting - Bud,intermediate,ZONE-F,0.4,0.32,completed,83.2,0,False
T015261,2026-03-17,W007,Vikram Thakur,Pruning,intermediate,ZONE-C,1.0,1.36,completed,73.7,0,False
T015262,2026-03-17,W007,Vikram Thakur,Growth Measurement,intermediate,ZONE-B,2.0,2.21,completed,78.0,0,False
