graft_id,date,worker_id,worker_name,method,rootstock_variety,rootstock_age_days,scion_variety,scion_freshness_days,temperature_at_graft,humidity_at_graft,time_of_day,callus_formation_pct,cambium_alignment_pct,success,success_probability,failure_reason,zone_id
GR-2025-01819,2025-11-11,W008,Fatima Begum,cleft_grafting,Pusa Kanchan,295,Franquette,1,29.0,69.8,morning,83.6,98.0,True,0.857,,ZONE-F
GR-2025-01820,2025-11-11,W013,Suresh Bhatt,bark_grafting,Franquette,271,Local Variety,4,17.4,60.9,morning,36.9,62.1,False,0.869,infection,ZONE-A
GR-2025-01821,2025-11-11,W010,Meena Kumari,whip_and_tongue,Franquette,192,Pusa Kanchan,3,27.0,79.4,evening,69.8,73.7,True,0.943,,ZONE-B
GR-2025-01822,2025-11-13,W014,Geeta Rawat,side_veneer,Local Variety,157,Kashmiri Walnut,6,30.8,81.1,morning,72.1,93.5,True,0.888,,ZONE-A
GR-2025-01823,2025-11-13,W006,Kavita Devi,bud_grafting,Chandler,280,Local Variety,4,13.0,68.2,afternoon,78.9,74.5,True,0.793,,ZONE-A
GR-2025-01824,2025-11-13,W004,Sunita Devi,bud_grafting,Local Variety,268,Kashmiri Walnut,5,16.5,54.9,afternoon,90.8,88.0,True,0.767,,ZONE-D
GR-2025-01825,2025-11-13,W015,Abdul Rashid,cleft_grafting,Pusa Kanchan,292,Pusa Kanchan,6,27.0,76.2,morning,19.7,38.9,False,0.872,infection,ZONE-B
GR-2025-01826,2025-11-14,W002,Priya Sharma,bud_grafting,Chandler,231,Chandler,6,15.9,53.2,morning,30.5,66.9,False,0.791,cambium_misalignment,ZONE-E
GR-2025-01827,2025-11-14,W007,Vikram Thakur,bark_grafting,Chandler,200,Franquette,3,23.9,52.5,afternoon,72.7,89.7,True,0.918,,ZONE-A
GR-2025-01828,2025-11-14,W004,Sunita Devi,cleft_grafting,Pusa Kanchan,262,Franquette,0,30.6,62.1,evening,64.5,74.4,True,0.817,,ZONE-E
GR-2025-01829,2025-11-17,W006,Kavita Devi,whip_and_tongue,Franquette,198,Franquette,3,24.7,58.0,morning,63.7,95.9,True,0.924,,ZONE-B
GR-2025-01830,2025-11-17,W007,Vikram Thakur,cleft_grafting,Chandler,297,Pusa Kanchan,4,27.4,63.4,morning,84.3,92.4,True,0.897,,ZONE-D
GR-2025-01831,2025-11-18,W006,Kavita Devi,bark_grafting,Chandler,246,Chandler,1,18.7,75.7,afternoon,73.5,90.4,True,0.755,,ZONE-F
GR-2025-01832,2025-11-18,W004,Sunita Devi,whip_and_tongue,Franquette,151,Franquette,3,22.0,51.3,morning,95.0,87.3,True,0.851,,ZONE-D
GR-2025-01833,2025-11-19,W006,Kavita Devi,whip_and_tongue,Chandler,154,Franquette,2,17.0,57.1,afternoon,88.4,95.5,True,0.899,,ZONE-E
GR-2025-01834,2025-11-19,W012,Anita Rana,whip_and_tongue,Chandler,122,Franquette,3,18.7,73.8,evening,73.4,80.4,True,0.815,,ZONE-E
GR-2025-01835,2025-11-19,W012,Anita Rana,whip_and_tongue,Kashmiri Walnut,245,Franquette,5,21.2,63.9,evening,19.6,39.3,False,0.806,desiccation,ZONE-E
GR-2025-01836,2025-11-20,W008,Fatima Begum,cleft_grafting,Chandler,280,Kashmiri Walnut,1,22.9,43.4,afternoon,68.3,87.7,True,0.865,,ZONE-F
GR-2025-01837,2025-11-20,W001,Rajesh Kumar,bud_grafting,Pusa Kanchan,172,Franquette,6,23.6,70.2,morning,88.5,98.9,True,0.863,,ZONE-B
GR-2025-01838,2025-11-22,W003,Mohammad Iqbal,cleft_grafting,Pusa Kanchan,195,Local Variety,1,24.8,42.8,morning,93.5,96.0,True,0.884,,ZONE-D
GR-2025-01839,2025-11-24,W012,Anita Rana,whip_and_tongue,Pusa Kanchan,139,Franquette,2,17.8,80.6,afternoon,77.8,78.1,True,0.767,,ZONE-B
GR-2025-01840,2025-11-24,W002,Priya Sharma,bud_grafting,Franquette,178,Kashmiri Walnut,4,18.5,66.7,morning,64.6,70.7,True,0.83,,ZONE-C
GR-2025-01841,2025-11-24,W011,Deepak Negi,bark_grafting,Franquette,121,Kashmiri Walnut,0,33.4,69.5,morning,99.5,86.9,True,0.891,,ZONE-F
GR-2025-01842,2025-11-24,W010,Meena Kumari,whip_and_tongue,Chandler,135,Local Variety,2,25.5,53.4,morning,65.5,75.0,True,0.94,,ZONE-B
GR-2025-01843,2025-11-25,W007,Vikram Thakur,cleft_grafting,Franquette,132,Kashmiri Walnut,3,28.6,67.1,morning,97.8,85.0,True,0.872,,ZONE-F
GR-2025-01844,2025-11-25,W005,Amit Singh,side_veneer,Kashmiri Walnut,251,Pusa Kanchan,0,19.7,67.2,morning,66.8,76.9,True,0.849,,ZONE-C
GR-2025-01845,2025-11-25,W003,Mohammad Iqbal,cleft_grafting,Chandler,234,Franquette,0,19.4,64.2,evening,77.6,89.2,True,0.911,,ZONE-C
GR-2025-01846,2025-11-26,W008,Fatima Begum,bud_grafting,Kashmiri Walnut,222,Kashmiri Walnut,5,29.7,52.7,afternoon,77.3,89.0,True,0.899,,ZONE-A
GR-2025-01847,2025-11-26,W012,Anita Rana,side_veneer,Franquette,193,Pusa Kanchan,4,28.7,67.5,morning,93.2,70.9,True,0.861,,ZONE-A
GR-2025-01848,2025-11-26,W012,Anita Rana,cleft_grafting,Franquette,216,Kashmiri Walnut,2,28.0,72.5,evening,63.7,90.2,True,0.899,,ZONE-C
GR-2025-01849,2025-11-26,W015,Abdul Rashid,whip_and_tongue,Kashmiri Walnut,264,Kashmiri Walnut,5,24.8,66.9,morning,97.6,86.0,True,0.883,,ZONE-D
GR-2025-01850,2025-11-27,W005,Amit Singh,whip_and_tongue,Pusa Kanchan,251,Franquette,2,23.4,64.3,afternoon,96.4,87.6,True,0.829,,ZONE-C
GR-2025-01851,2025-11-28,W001,Rajesh Kumar,bark_grafting,Local Variety,259,Local Variety,1,23.5,66.2,morning,90.3,73.0,True,0.925,,ZONE-D
GR-2025-01852,2025-11-28,W006,Kavita Devi,bark_grafting,Chandler,253,Kashmiri Walnut,1,19.2,39.8,morning,45.5,29.9,False,0.755,desiccation,ZONE-A
GR-2025-01853,2025-11-29,W007,Vikram Thakur,cleft_grafting,Local Variety,120,Pusa Kanchan,1,15.0,39.9,evening,78.9,71.7,True,0.858,,ZONE-E
GR-2025-01854,2025-12-01,W010,Meena Kumari,whip_and_tongue,Pusa Kanchan,213,Kashmiri Walnut,1,25.8,70.2,morning,85.6,90.5,True,0.974,,ZONE-B
GR-2025-01855,2025-12-01,W015,Abdul Rashid,side_veneer,Kashmiri Walnut,173,Franquette,2,20.8,75.7,morning,81.6,90.7,True,0.891,,ZONE-E
GR-2025-01856,2025-12-01,W002,Priya Sharma,bark_grafting,Franquette,146,Kashmiri Walnut,6,19.6,53.9,morning,84.5,99.5,True,0.829,,ZONE-E
GR-2025-01857,2025-12-01,W007,Vikram Thakur,bark_grafting,Franquette,198,Chandler,6,26.9,63.1,morning,67.4,85.5,True,0.905,,ZONE-A
GR-2025-01858,2025-12-02,W008,Fatima Begum,side_veneer,Chandler,206,Kashmiri Walnut,6,17.7,59.1,morning,74.9,96.3,True,0.901,,ZONE-D
GR-2025-01859,2025-12-03,W007,Vikram Thakur,bud_grafting,Kashmiri Walnut,224,Kashmiri Walnut,0,22.1,68.9,morning,66.7,80.8,True,0.887,,ZONE-C
GR-2025-01860,2025-12-04,W003,Mohammad Iqbal,bark_grafting,Chandler,259,Franquette,0,20.9,56.3,afternoon,89.9,72.0,True,0.89,,ZONE-B
GR-2025-01861,2025-12-04,W010,Meena Kumari,bark_grafting,Pusa Kanchan,263,Kashmiri Walnut,0,26.7,62.1,afternoon,72.8,98.3,True,0.887,,ZONE-E
GR-2025-01862,2025-12-04,W007,Vikram Thakur,whip_and_tongue,Kashmiri Walnut,162,Kashmiri Walnut,3,12.6,62.8,afternoon,69.8,83.5,True,0.898,,ZONE-F
GR-2025-01863,2025-12-04,W008,Fatima Begum,cleft_grafting,Kashmiri Walnut,286,Local Variety,1,24.3,64.3,afternoon,91.2,89.1,True,0.887,,ZONE-C
GR-2025-01864,2025-12-05,W014,Geeta Rawat,whip_and_tongue,Pusa Kanchan,288,Franquette,2,23.2,78.0,afternoon,86.9,88.7,True,0.867,,ZONE-F
GR-2025-01865,2025-12-05,W008,Fatima Begum,bud_grafting,Franquette,166,Pusa Kanchan,1,24.7,60.7,morning,79.3,90.9,True,0.947,,ZONE-B
GR-2025-01866,2025-12-06,W002,Priya Sharma,cleft_grafting,Franquette,144,Local Variety,1,16.9,78.7,afternoon,88.4,75.0,True,0.836,,ZONE-A
GR-2025-01867,2025-12-06,W008,Fatima Begum,whip_and_tongue,Franquette,155,Pusa Kanchan,3,22.0,65.7,afternoon,69.8,85.9,True,0.85,,ZONE-D
GR-2025-01868,2025-12-06,W012,Anita Rana,bark_grafting,Chandler,276,Pusa Kanchan,4,34.3,59.8,morning,71.0,80.9,True,0.85,,ZONE-A
GR-2025-01869,2025-12-08,W015,Abdul Rashid,cleft_grafting,Franquette,177,Kashmiri Walnut,3,24.3,61.6,evening,84.4,76.6,True,0.938,,ZONE-B
GR-2025-01870,2025-12-08,W009,Ravi Shankar,bark_grafting,Franquette,231,Local Variety,0,22.6,83.6,morning,60.9,70.1,True,0.868,,ZONE-B
GR-2025-01871,2025-12-08,W009,Ravi Shankar,bud_grafting,Pusa Kanchan,142,Franquette,5,23.1,50.6,afternoon,63.7,70.2,True,0.781,,ZONE-F
GR-2025-01872,2025-12-08,W002,Priya Sharma,side_veneer,Chandler,240,Local Variety,6,20.4,71.4,morning,77.5,80.9,True,0.952,,ZONE-F
GR-2025-01873,2025-12-09,W012,Anita Rana,bud_grafting,Local Variety,162,Kashmiri Walnut,3,18.8,70.0,morning,92.4,72.4,True,0.946,,ZONE-B
GR-2025-01874,2025-12-09,W012,Anita Rana,side_veneer,Pusa Kanchan,196,Franquette,3,13.6,71.9,afternoon,61.1,70.6,True,0.866,,ZONE-E
GR-2025-01875,2025-12-09,W007,Vikram Thakur,bark_grafting,Franquette,222,Kashmiri Walnut,4,19.5,59.6,evening,80.3,80.3,True,0.914,,ZONE-E
GR-2025-01876,2025-12-10,W010,Meena Kumari,bark_grafting,Kashmiri Walnut,212,Pusa Kanchan,2,28.1,65.2,afternoon,89.8,86.8,True,0.878,,ZONE-F
GR-2025-01877,2025-12-10,W013,Suresh Bhatt,bark_grafting,Chandler,247,Local Variety,6,26.6,53.0,morning,93.4,95.0,True,0.89,,ZONE-A
GR-2025-01878,2025-12-10,W007,Vikram Thakur,side_veneer,Kashmiri Walnut,269,Pusa Kanchan,2,17.9,49.9,morning,92.0,99.9,True,0.761,,ZONE-B
GR-2025-01879,2025-12-12,W002,Priya Sharma,bud_grafting,Franquette,218,Local Variety,3,24.0,60.6,afternoon,91.6,83.3,True,0.835,,ZONE-F
GR-2025-01880,2025-12-12,W007,Vikram Thakur,cleft_grafting,Pusa Kanchan,297,Pusa Kanchan,4,19.4,65.5,afternoon,88.4,80.6,True,0.897,,ZONE-F
GR-2025-01881,2025-12-12,W012,Anita Rana,cleft_grafting,Franquette,144,Local Variety,1,26.2,54.4,afternoon,78.9,73.0,True,0.904,,ZONE-C
GR-2025-01882,2025-12-13,W001,Rajesh Kumar,whip_and_tongue,Chandler,272,Franquette,0,30.4,60.6,evening,81.7,89.7,True,0.852,,ZONE-D
GR-2025-01883,2025-12-15,W004,Sunita Devi,side_veneer,Chandler,136,Chandler,1,22.2,67.5,morning,94.6,91.1,True,0.863,,ZONE-B
GR-2025-01884,2025-12-15,W009,Ravi Shankar,side_veneer,Chandler,175,Franquette,0,25.1,48.2,evening,94.7,88.1,True,0.901,,ZONE-D
GR-2025-01885,2025-12-15,W007,Vikram Thakur,bark_grafting,Kashmiri Walnut,180,Chandler,3,16.9,67.2,afternoon,77.3,95.0,True,0.888,,ZONE-E
GR-2025-01886,2025-12-16,W008,Fatima Begum,side_veneer,Kashmiri Walnut,254,Pusa Kanchan,4,43.9,69.4,evening,93.3,73.8,True,0.88,,ZONE-D
GR-2025-01887,2025-12-16,W002,Priya Sharma,side_veneer,Franquette,281,Local Variety,2,30.7,67.4,evening,98.2,79.7,True,0.91,,ZONE-A
GR-2025-01888,2025-12-17,W010,Meena Kumari,bark_grafting,Pusa Kanchan,142,Chandler,6,21.0,61.4,morning,79.4,77.5,True,0.86,,ZONE-D
GR-2025-01889,2025-12-17,W012,Anita Rana,side_veneer,Franquette,136,Kashmiri Walnut,6,22.6,54.2,afternoon,98.7,96.7,True,0.852,,ZONE-E
GR-2025-01890,2025-12-17,W006,Kavita Devi,whip_and_tongue,Kashmiri Walnut,277,Kashmiri Walnut,0,21.7,73.8,afternoon,57.9,22.7,False,0.908,infection,ZONE-F
GR-2025-01891,2025-12-18,W012,Anita Rana,whip_and_tongue,Franquette,161,Kashmiri Walnut,0,24.5,68.0,afternoon,73.7,76.0,True,0.858,,ZONE-F
GR-2025-01892,2025-12-18,W008,Fatima Begum,side_veneer,Local Variety,208,Pusa Kanchan,3,25.3,64.8,morning,64.2,75.4,True,0.944,,ZONE-C
GR-2025-01893,2025-12-19,W008,Fatima Begum,bud_grafting,Local Variety,176,Kashmiri Walnut,0,22.3,80.1,morning,91.4,92.5,True,0.929,,ZONE-F
GR-2025-01894,2025-12-20,W013,Suresh Bhatt,bark_grafting,Kashmiri Walnut,132,Kashmiri Walnut,5,33.4,72.1,morning,66.7,72.8,True,0.865,,ZONE-B
GR-2025-01895,2025-12-23,W015,Abdul Rashid,cleft_grafting,Pusa Kanchan,259,Kashmiri Walnut,1,14.5,62.9,afternoon,77.0,81.5,True,0.887,,ZONE-C
GR-2025-01896,2025-12-23,W011,Deepak Negi,side_veneer,Franquette,162,Local Variety,4,23.8,66.4,morning,73.4,91.6,True,0.84,,ZONE-F
GR-2025-01897,2025-12-23,W002,Priya Sharma,whip_and_tongue,Local Variety,270,Franquette,5,23.7,57.8,evening,60.8,70.9,True,0.898,,ZONE-D
GR-2025-01898,2025-12-24,W014,Geeta Rawat,whip_and_tongue,Chandler,225,Chandler,1,20.1,68.4,morning,87.3,77.5,True,0.924,,ZONE-C
GR-2025-01899,2025-12-25,W011,Deepak Negi,cleft_grafting,Franquette,143,Franquette,0,24.8,61.7,evening,71.0,74.4,True,0.844,,ZONE-C
GR-2025-01900,2025-12-25,W010,Meena Kumari,bark_grafting,Kashmiri Walnut,213,Pusa Kanchan,5,25.5,76.0,afternoon,61.4,72.6,True,0.872,,ZONE-A
GR-2025-01901,2025-12-26,W010,Meena Kumari,whip_and_tongue,Local Variety,235,Local Variety,2,26.5,71.4,afternoon,60.4,90.1,True,0.97,,ZONE-A
GR-2025-01902,2025-12-26,W012,Anita Rana,bark_grafting,Chandler,299,Chandler,2,14.2,63.4,afternoon,94.7,97.4,True,0.859,,ZONE-D
GR-2025-01903,2025-12-27,W006,Kavita Devi,cleft_grafting,Franquette,174,Local Variety,6,24.3,58.2,morning,14.7,65.7,False,0.842,desiccation,ZONE-E
GR-2025-01904,2025-12-27,W003,Mohammad Iqbal,cleft_grafting,Pusa Kanchan,253,Local Variety,4,23.5,76.6,afternoon,70.9,87.7,True,0.84,,ZONE-C
GR-2025-01905,2025-12-27,W009,Ravi Shankar,side_veneer,Franquette,134,Pusa Kanchan,0,19.1,42.9,morning,82.6,80.5,True,0.871,,ZONE-D
GR-2025-01906,2025-12-27,W011,Deepak Negi,whip_and_tongue,Pusa Kanchan,229,Franquette,5,24.3,72.7,morning,83.6,99.3,True,0.866,,ZONE-B
GR-2025-01907,2025-12-29,W002,Priya Sharma,bud_grafting,Pusa Kanchan,187,Kashmiri Walnut,0,22.9,63.5,morning,87.4,98.5,True,0.848,,ZONE-D
GR-2025-01908,2025-12-29,W006,Kavita Devi,cleft_grafting,Pusa Kanchan,267,Kashmiri Walnut,4,24.7,67.9,morning,98.1,95.5,True,0.821,,ZONE-D
GR-2025-01909,2025-12-29,W007,Vikram Thakur,side_veneer,Franquette,279,Kashmiri Walnut,3,26.6,57.0,morning,89.6,85.1,True,0.809,,ZONE-D
GR-2025-01910,2025-12-30,W005,Amit Singh,bark_grafting,Kashmiri Walnut,244,Local Variety,3,28.3,71.4,evening,94.9,99.8,True,0.871,,ZONE-C
GR-2025-01911,2025-12-30,W003,Mohammad Iqbal,whip_and_tongue,Franquette,174,Pusa Kanchan,3,22.3,66.1,afternoon,99.3,76.8,True,0.903,,ZONE-C
GR-2025-01912,2025-12-30,W001,Rajesh Kumar,bud_grafting,Pusa Kanchan,280,Pusa Kanchan,4,24.8,54.3,evening,64.7,87.7,True,0.842,,ZONE-B
GR-2025-01913,2026-01-01,W013,Suresh Bhatt,side_veneer,Chandler,166,Pusa Kanchan,2,21.4,61.2,morning,97.5,94.7,True,0.879,,ZONE-E
GR-2025-01914,2026-01-01,W011,Deepak Negi,bark_grafting,Local Variety,283,Franquette,6,27.4,64.2,afternoon,87.4,87.8,True,0.894,,ZONE-E
GR-2025-01915,2026-01-01,W002,Priya Sharma,whip_and_tongue,Franquette,150,Kashmiri Walnut,5,27.1,74.5,morning,71.2,89.2,True,0.928,,ZONE-E
GR-2025-01916,2026-01-01,W009,Ravi Shankar,side_veneer,Franquette,152,Kashmiri Walnut,6,25.2,67.1,morning,79.9,76.2,True,0.896,,ZONE-F
GR-2025-01917,2026-01-02,W006,Kavita Devi,bud_grafting,Chandler,187,Franquette,4,23.2,79.1,morning,69.0,97.3,True,0.831,,ZONE-B
GR-2025-01918,2026-01-02,W006,Kavita Devi,cleft_grafting,Chandler,227,Chandler,2,19.0,75.4,afternoon,25.9,24.8,False,0.838,cambium_misalignment,ZONE-C
GR-2025-01919,2026-01-02,W002,Priya Sharma,cleft_grafting,Local Variety,154,Pusa Kanchan,3,28.5,55.2,afternoon,90.0,85.6,True,0.879,,ZONE-E
GR-2025-01920,2026-01-02,W009,Ravi Shankar,bark_grafting,Pusa Kanchan,156,Kashmiri Walnut,0,26.3,75.4,afternoon,86.3,93.5,True,0.868,,ZONE-E
GR-2025-01921,2026-01-05,W003,Mohammad Iqbal,bud_grafting,Chandler,132,Franquette,3,31.7,54.0,afternoon,72.5,84.3,True,0.857,,ZONE-B
GR-2025-01922,2026-01-06,W003,Mohammad Iqbal,bud_grafting,Franquette,247,Local Variety,2,24.6,72.9,morning,91.6,80.0,True,0.892,,ZONE-F
GR-2025-01923,2026-01-06,W012,Anita Rana,bud_grafting,Franquette,193,Pusa Kanchan,0,18.7,67.2,evening,76.9,74.7,True,0.96,,ZONE-C
GR-2025-01924,2026-01-07,W015,Abdul Rashid,bark_grafting,Pusa Kanchan,227,Local Variety,3,24.7,49.4,morning,77.8,98.3,True,0.926,,ZONE-A
GR-2025-01925,2026-01-07,W011,Deepak Negi,cleft_grafting,Franquette,298,Franquette,5,24.5,76.5,afternoon,94.8,84.9,True,0.799,,ZONE-B
GR-2025-01926,2026-01-08,W007,Vikram Thakur,bud_grafting,Pusa Kanchan,255,Pusa Kanchan,1,18.9,78.6,afternoon,96.6,86.7,True,0.83,,ZONE-F
GR-2025-01927,2026-01-08,W011,Deepak Negi,whip_and_tongue,Pusa Kanchan,186,Chandler,1,22.1,50.7,morning,70.8,89.5,True,0.884,,ZONE-B
GR-2025-01928,2026-01-10,W003,Mohammad Iqbal,side_veneer,Pusa Kanchan,221,Pusa Kanchan,6,15.5,89.7,afternoon,79.9,71.6,True,0.845,,ZONE-C
GR-2025-01929,2026-01-10,W004,Sunita Devi,side_veneer,Kashmiri Walnut,249,Local Variety,2,17.5,71.2,afternoon,68.9,73.6,True,0.828,,ZONE-B
GR-2025-01930,2026-01-12,W002,Priya Sharma,bud_grafting,Pusa Kanchan,125,Pusa Kanchan,5,18.6,58.0,morning,18.3,35.5,False,0.796,cambium_misalignment,ZONE-C
GR-2025-01931,2026-01-13,W007,Vikram Thakur,side_veneer,Kashmiri Walnut,129,Local Variety,1,14.8,71.8,evening,93.1,92.7,True,0.788,,ZONE-E
GR-2025-01932,2026-01-13,W004,Sunita Devi,bud_grafting,Local Variety,259,Local Variety,2,20.6,63.2,morning,93.1,99.0,True,0.81,,ZONE-E
GR-2025-01933,2026-01-13,W008,Fatima Begum,whip_and_tongue,Local Variety,132,Franquette,0,14.7,62.3,morning,31.6,47.2,False,0.803,rootstock_rejection,ZONE-F
GR-2025-01934,2026-01-13,W012,Anita Rana,whip_and_tongue,Chandler,179,Chandler,2,20.1,63.1,morning,82.5,98.2,True,0.849,,ZONE-B
GR-2025-01935,2026-01-14,W007,Vikram Thakur,side_veneer,Franquette,200,Franquette,3,25.6,67.9,morning,95.7,71.1,True,0.839,,ZONE-D
GR-2025-01936,2026-01-14,W003,Mohammad Iqbal,whip_and_tongue,Pusa Kanchan,255,Kashmiri Walnut,5,22.1,72.7,afternoon,74.3,88.1,True,0.864,,ZONE-C
GR-2025-01937,2026-01-14,W013,Suresh Bhatt,cleft_grafting,Chandler,245,Pusa Kanchan,0,14.7,58.9,evening,51.2,48.6,False,0.853,poor_callus_formation,ZONE-D
GR-2025-01938,2026-01-15,W014,Geeta Rawat,side_veneer,Local Variety,198,Pusa Kanchan,6,28.2,64.6,morning,67.8,75.3,True,0.91,,ZONE-F
GR-2025-01939,2026-01-15,W012,Anita Rana,cleft_grafting,Franquette,194,Franquette,0,26.1,72.0,morning,87.3,82.6,True,0.938,,ZONE-A
GR-2025-01940,2026-01-15,W015,Abdul Rashid,whip_and_tongue,Pusa Kanchan,138,Local Variety,0,29.2,84.0,evening,50.2,56.9,False,0.853,desiccation,ZONE-B
GR-2025-01941,2026-01-17,W013,Suresh Bhatt,bark_grafting,Franquette,273,Local Variety,0,18.1,55.8,morning,71.5,90.5,True,0.917,,ZONE-E
GR-2025-01942,2026-01-21,W002,Priya Sharma,bark_grafting,Chandler,234,Pusa Kanchan,2,21.9,48.1,morning,98.9,70.9,True,0.854,,ZONE-F
GR-2025-01943,2026-01-21,W013,Suresh Bhatt,side_veneer,Franquette,123,Chandler,4,22.9,51.4,afternoon,71.3,82.6,True,0.84,,ZONE-E
GR-2025-01944,2026-01-21,W010,Meena Kumari,side_veneer,Local Variety,209,Local Variety,2,25.9,75.7,morning,92.6,95.4,True,0.805,,ZONE-C
GR-2025-01945,2026-01-22,W001,Rajesh Kumar,bud_grafting,Pusa Kanchan,203,Pusa Kanchan,0,19.8,63.3,morning,91.6,79.7,True,0.89,,ZONE-D
GR-2025-01946,2026-01-22,W006,Kavita Devi,side_veneer,Local Variety,133,Local Variety,5,22.7,76.8,morning,97.2,74.7,True,0.853,,ZONE-B
GR-2025-01947,2026-01-22,W005,Amit Singh,whip_and_tongue,Local Variety,177,Chandler,3,23.2,62.1,evening,17.3,30.0,False,0.855,rootstock_rejection,ZONE-C
GR-2025-01948,2026-01-22,W010,Meena Kumari,bark_grafting,Franquette,282,Franquette,6,19.6,68.3,afternoon,91.4,91.2,True,0.86,,ZONE-B
GR-2025-01949,2026-01-23,W015,Abdul Rashid,cleft_grafting,Local Variety,280,Local Variety,5,22.0,48.8,afternoon,80.9,78.2,True,0.876,,ZONE-B
GR-2025-01950,2026-01-23,W003,Mohammad Iqbal,bark_grafting,Chandler,150,Local Variety,0,24.1,77.3,morning,63.3,82.9,True,0.898,,ZONE-E
GR-2025-01951,2026-01-23,W005,Amit Singh,cleft_grafting,Kashmiri Walnut,297,Pusa Kanchan,3,17.8,61.9,afternoon,41.3,68.5,False,0.778,poor_callus_formation,ZONE-C
GR-2025-01952,2026-01-24,W015,Abdul Rashid,side_veneer,Chandler,264,Pusa Kanchan,2,21.5,43.7,afternoon,82.9,91.4,True,0.861,,ZONE-E
GR-2025-01953,2026-01-28,W009,Ravi Shankar,whip_and_tongue,Local Variety,157,Local Variety,1,20.0,50.7,evening,92.1,82.7,True,0.919,,ZONE-F
GR-2025-01954,2026-01-28,W008,Fatima Begum,cleft_grafting,Franquette,166,Local Variety,0,22.4,61.6,morning,61.9,78.9,True,0.922,,ZONE-A
GR-2025-01955,2026-01-28,W009,Ravi Shankar,whip_and_tongue,Franquette,130,Kashmiri Walnut,1,23.2,73.0,morning,65.9,88.5,True,0.889,,ZONE-E
GR-2025-01956,2026-01-28,W015,Abdul Rashid,bud_grafting,Local Variety,194,Chandler,0,16.6,70.5,evening,78.4,95.3,True,0.84,,ZONE-C
GR-2025-01957,2026-01-29,W013,Suresh Bhatt,bud_grafting,Pusa Kanchan,266,Franquette,4,18.2,59.6,morning,62.5,78.0,True,0.883,,ZONE-D
GR-2025-01958,2026-01-29,W014,Geeta Rawat,side_veneer,Franquette,258,Local Variety,1,23.2,47.6,morning,82.8,86.0,True,0.91,,ZONE-E
GR-2025-01959,2026-01-30,W005,Amit Singh,whip_and_tongue,Chandler,295,Local Variety,4,29.1,87.7,morning,73.2,97.1,True,0.768,,ZONE-C
GR-2025-01960,2026-01-31,W006,Kavita Devi,bud_grafting,Kashmiri Walnut,266,Pusa Kanchan,0,31.2,66.1,morning,74.0,83.7,True,0.811,,ZONE-A
GR-2025-01961,2026-01-31,W003,Mohammad Iqbal,whip_and_tongue,Local Variety,270,Pusa Kanchan,3,19.5,63.4,morning,71.8,85.2,True,0.873,,ZONE-E
GR-2025-01962,2026-02-02,W004,Sunita Devi,whip_and_tongue,Franquette,257,Kashmiri Walnut,2,17.6,69.9,morning,61.5,72.2,True,0.796,,ZONE-A
GR-2025-01963,2026-02-02,W015,Abdul Rashid,whip_and_tongue,Local Variety,291,Local Variety,3,24.9,68.1,afternoon,63.8,73.5,True,0.892,,ZONE-A
GR-2025-01964,2026-02-05,W010,Meena Kumari,cleft_grafting,Franquette,251,Kashmiri Walnut,5,21.5,61.4,morning,77.0,91.7,True,0.866,,ZONE-B
GR-2025-01965,2026-02-05,W009,Ravi Shankar,cleft_grafting,Kashmiri Walnut,178,Franquette,6,16.4,68.7,morning,73.5,72.0,True,0.833,,ZONE-F
GR-2025-01966,2026-02-06,W014,Geeta Rawat,whip_and_tongue,Chandler,234,Kashmiri Walnut,3,27.8,61.7,morning,98.0,94.3,True,0.915,,ZONE-E
GR-2025-01967,2026-02-07,W013,Suresh Bhatt,bud_grafting,Franquette,125,Local Variety,3,22.7,56.8,afternoon,92.4,74.9,True,0.888,,ZONE-C
GR-2025-01968,2026-02-07,W001,Rajesh Kumar,side_veneer,Franquette,253,Franquette,0,33.0,54.9,morning,94.8,81.5,True,0.793,,ZONE-F
GR-2025-01969,2026-02-09,W015,Abdul Rashid,side_veneer,Franquette,158,Franquette,1,28.9,54.9,afternoon,64.1,74.3,True,0.888,,ZONE-F
GR-2025-01970,2026-02-09,W013,Suresh Bhatt,side_veneer,Kashmiri Walnut,244,Chandler,3,13.7,64.9,afternoon,75.7,77.0,True,0.814,,ZONE-B
GR-2025-01971,2026-02-12,W004,Sunita Devi,bud_grafting,Local Variety,256,Pusa Kanchan,3,21.9,65.5,afternoon,88.5,99.5,True,0.806,,ZONE-D
GR-2025-01972,2026-02-13,W003,Mohammad Iqbal,bark_grafting,Kashmiri Walnut,204,Chandler,5,10.2,63.9,morning,88.1,93.8,True,0.868,,ZONE-D
GR-2025-01973,2026-02-14,W006,Kavita Devi,whip_and_tongue,Franquette,226,Franquette,5,19.2,77.0,morning,94.0,91.6,True,0.893,,ZONE-A
GR-2025-01974,2026-02-14,W011,Deepak Negi,cleft_grafting,Pusa Kanchan,169,Kashmiri Walnut,3,22.9,63.6,morning,92.8,97.1,True,0.86,,ZONE-B
GR-2025-01975,2026-02-16,W006,Kavita Devi,bud_grafting,Local Variety,256,Kashmiri Walnut,3,26.6,80.6,afternoon,53.9,57.4,False,0.805,infection,ZONE-E
